property_type,state,lat,lon,area_m2,price_usd
apartment,Sinaloa,18.292514,-100.414478,224.1,"$59,169.34"
house,Puebla,23.222526,-93.142362,121.6,"$30,345.91"
apartment,Colima,23.200365,-92.116989,256.9,"$134,203.02"
apartment,Campeche,22.411476,-95.746905,115.1,"$227,797.81"
house,Oaxaca,,-99.893786,166.0,"$291,657.49"
apartment,Colima,21.427244,-101.747112,349.3,"$268,829.04"
apartment,Campeche,18.517991,-105.336213,122.5,"$163,132.14"
house,Nayarit,19.45696,-99.921072,74.9,"$132,252.40"
apartment,Yucatán,17.815977,-92.936744,74.2,"$177,426.47"
house,Nayarit,25.084506,-87.233904,379.3,"$57,385.71"
apartment,Tamaulipas,21.833918,-88.57591,227.4,"$159,462.10"
house,Estado de México,20.008514,-90.678704,193.3,"$263,293.69"
apartment,Sinaloa,,-90.231053,333.8,"$205,761.78"
apartment,Estado de México,25.472833,-92.700302,342.5,"$215,533.31"
house,Sinaloa,17.533514,-100.794263,166.3,"$73,917.26"
apartment,Jalisco,21.862298,-87.856099,292.8,"$49,901.54"
apartment,San Luis Potosí,21.058887,-92.585354,319.9,"$258,355.87"
apartment,Tamaulipas,22.114542,-94.791187,279.1,"$109,625.33"
apartment,Jalisco,16.181102,-103.780211,103.1,"$116,053.57"
house,Estado de México,24.721239,-97.058889,356.6,"$286,948.78"
apartment,Sonora,25.321183,-96.792835,238.7,"$50,034.11"
house,Nayarit,21.651332,-88.708728,148.9,"$75,928.40"
house,Colima,22.966508,-95.067036,198.8,"$131,373.63"
house,Coahuila,25.224994,,63.1,"$227,635.97"
apartment,Durango,23.072386,-86.463993,94.8,"$177,702.49"
house,Ciudad de México,17.52539,-103.785588,317.9,"$272,493.53"
house,Colima,21.762884,-97.549031,50.0,"$55,138.27"
apartment,Baja California Sur,22.06715,-105.159506,195.8,"$190,388.25"
apartment,Chihuahua,,-91.201918,232.9,"$195,684.08"
apartment,San Luis Potosí,23.364442,-87.638469,69.1,"$160,338.93"
house,Nayarit,25.34367,-100.399253,390.6,"$38,368.17"
house,Baja California Sur,25.255685,-88.833166,129.1,"$284,459.41"
house,Aguascalientes,20.508394,-100.155635,156.5,"$74,549.24"
apartment,Tabasco,17.13238,-87.784597,156.4,"$270,233.38"
house,San Luis Potosí,25.848412,-90.920762,130.6,"$72,418.02"
house,Tabasco,24.388981,-89.901864,50.5,"$57,339.61"
apartment,Ciudad de México,,,305.3,"$85,498.63"
apartment,Chihuahua,25.208419,-86.743793,388.4,"$81,295.75"
apartment,Durango,24.698964,-91.46658,128.5,"$218,243.11"
apartment,Colima,,-99.904978,282.1,"$224,950.29"
house,Ciudad de México,21.912754,-89.412107,309.7,"$227,092.98"
apartment,Oaxaca,19.990027,,346.9,"$101,621.49"
house,Querétaro,,-88.544923,197.9,"$106,011.23"
apartment,Querétaro,19.351972,,156.0,"$94,138.04"
house,Zacatecas,24.028534,-91.92628,163.9,"$43,401.57"
apartment,Guerrero,,,299.4,"$184,377.85"
apartment,Tlaxcala,19.334992,-104.069311,335.9,"$256,760.72"
house,Yucatán,19.981687,-101.162123,113.6,"$71,469.28"
house,Nayarit,21.373956,-105.751919,179.8,"$127,423.81"
house,Nayarit,25.198556,-96.624641,365.7,"$145,453.61"
apartment,Yucatán,19.46346,-99.974695,332.3,"$109,528.35"
apartment,Oaxaca,,-94.03285,394.7,"$208,745.46"
apartment,Guerrero,23.375012,-100.055244,314.0,"$192,058.19"
apartment,Chihuahua,20.522179,-100.001618,187.6,"$83,912.20"
house,Aguascalientes,18.246048,-91.136136,256.7,"$36,948.64"
apartment,Tlaxcala,20.524395,-105.037143,281.4,"$76,124.69"
apartment,Coahuila,17.40857,-87.9421,77.5,"$108,789.10"
apartment,Querétaro,17.76387,-88.954723,240.6,"$52,122.75"
house,Baja California Sur,,-92.643906,298.3,"$257,817.65"
apartment,Aguascalientes,20.189254,-94.135569,108.6,"$113,255.42"
apartment,Zacatecas,25.148459,-88.15395,323.2,"$137,316.18"
apartment,Coahuila,19.623939,-102.293396,254.3,"$162,056.14"
house,Nayarit,21.805884,-104.420617,383.3,"$208,480.81"
apartment,Veracruz de Ignacio de la Llave,,-101.209797,64.8,"$54,606.96"
house,Sinaloa,,-90.108434,142.9,"$176,914.03"
house,Puebla,22.635374,-105.306595,260.5,"$79,917.93"
house,Coahuila,17.78036,-94.343863,153.8,"$269,083.03"
apartment,Aguascalientes,25.610703,-86.09125,300.0,"$129,738.45"
house,Puebla,17.486627,,315.7,"$150,359.32"
house,Estado de México,20.146241,-95.571086,85.9,"$101,089.91"
house,Tamaulipas,16.853497,-104.727182,229.8,"$155,565.65"
house,Coahuila,25.968743,-89.37253,228.1,"$91,085.42"
house,Guerrero,21.02195,-94.02043,179.2,"$102,511.74"
apartment,Coahuila,21.95385,-103.70134,376.5,"$46,642.63"
apartment,Sonora,,,339.6,"$233,103.49"
apartment,Campeche,23.499605,-87.807464,294.0,"$210,216.48"
house,Yucatán,18.099056,-92.615995,300.0,"$53,140.97"
apartment,Colima,24.980543,,211.6,"$122,823.67"
house,Quintana Roo,,-88.420422,372.3,"$176,191.23"
house,Morelos,17.906877,-94.564553,293.1,"$292,090.50"
apartment,Quintana Roo,16.365497,-95.651073,305.1,"$189,226.14"
apartment,Durango,20.720669,-97.391452,351.6,"$179,472.51"
house,Colima,21.648411,,145.9,"$257,015.23"
house,Tabasco,16.657086,,332.5,"$250,969.41"
apartment,Chihuahua,23.755276,-90.522407,118.3,"$143,030.66"
apartment,Jalisco,20.532888,-93.961531,170.9,"$174,588.89"
apartment,Aguascalientes,21.243903,-88.149534,167.5,"$264,061.38"
house,Puebla,20.407627,-97.1324,392.5,"$158,202.58"
house,Jalisco,20.007631,-93.858208,349.8,"$268,046.54"
house,Veracruz de Ignacio de la Llave,,-93.373849,295.4,"$158,590.82"
apartment,Baja California,17.552402,-94.166057,304.5,"$51,317.86"
house,Sonora,17.819281,-91.947325,246.7,"$273,749.84"
house,Ciudad de México,24.617856,-101.251331,381.5,"$222,862.54"
house,Chiapas,25.461155,-95.752724,223.7,"$165,567.40"
apartment,Veracruz de Ignacio de la Llave,19.733093,-103.915504,183.2,"$273,122.87"
apartment,Jalisco,18.707447,-98.309773,107.1,"$246,121.59"
house,Chihuahua,22.439995,-96.246659,325.2,"$212,934.42"
apartment,Campeche,20.087342,,307.1,"$197,473.74"
house,Nuevo León,16.253864,-86.989379,184.5,"$62,476.11"
apartment,Jalisco,17.561526,-93.986979,58.8,"$234,440.96"
apartment,Sonora,23.159722,-91.128122,343.6,"$76,677.32"
apartment,Tamaulipas,22.589239,-95.874679,54.0,"$295,779.36"
apartment,Jalisco,,-93.317919,296.3,"$292,484.52"
apartment,Durango,18.219722,-104.581356,389.6,"$248,284.39"
house,Campeche,18.310748,-100.912168,203.2,"$64,070.22"
apartment,Michoacán,22.718927,-98.762938,132.2,"$144,311.22"
apartment,Zacatecas,,-96.550133,296.7,"$296,835.58"
apartment,Tamaulipas,,-105.087025,336.0,"$147,556.18"
house,Tamaulipas,23.999161,,241.3,"$299,262.69"
apartment,Coahuila,17.785447,-100.463714,388.5,"$199,351.08"
house,San Luis Potosí,22.527461,-86.569346,68.1,"$255,209.19"
house,Tlaxcala,18.381828,-99.37306,226.7,"$99,629.32"
apartment,Oaxaca,16.994414,-96.359179,301.5,"$275,917.21"
house,Tamaulipas,18.431722,-102.078046,351.9,"$276,826.96"
house,Campeche,23.222669,-93.784399,112.7,"$48,093.23"
apartment,Yucatán,,,330.0,"$134,786.77"
house,Veracruz de Ignacio de la Llave,,-101.860148,243.4,"$137,285.85"
house,Guanajuato,19.971835,-95.668547,188.8,"$118,054.24"
apartment,Tamaulipas,22.680851,-105.889884,96.1,"$104,574.22"
house,Ciudad de México,18.049843,-105.846719,352.9,"$153,702.44"
apartment,Durango,18.931477,-101.618624,105.0,"$265,835.89"
apartment,Aguascalientes,,-105.265573,158.4,"$242,368.67"
house,Nuevo León,,-103.839485,151.5,"$198,225.64"
apartment,Campeche,16.855085,,355.0,"$171,091.74"
apartment,Campeche,18.078863,-89.948286,285.4,"$143,290.34"
house,Campeche,16.265322,-94.559027,328.8,"$141,899.45"
apartment,Quintana Roo,17.814354,-95.746645,137.7,"$70,013.93"
house,Campeche,,-100.130224,268.7,"$188,742.22"
house,Zacatecas,20.214246,-87.364926,250.1,"$234,761.89"
apartment,Colima,24.926717,-98.059699,341.5,"$283,705.50"
apartment,Durango,24.174436,-104.258145,367.1,"$279,730.61"
house,Hidalgo,19.418174,-93.65867,54.3,"$181,924.62"
house,San Luis Potosí,18.594234,-103.723232,285.9,"$57,267.42"
apartment,Aguascalientes,19.796924,-99.095537,68.1,"$107,245.07"
apartment,Coahuila,21.902949,,242.1,"$174,621.04"
house,San Luis Potosí,18.680636,-88.51555,150.7,"$122,844.68"
apartment,Campeche,22.241489,-96.129068,157.4,"$140,940.31"
house,Tamaulipas,20.094117,-91.954825,173.5,"$133,421.74"
apartment,Hidalgo,21.520472,-86.143663,267.5,"$161,107.89"
house,Oaxaca,20.361265,-103.370218,166.9,"$194,419.78"
house,Guerrero,18.944658,,306.4,"$40,115.73"
apartment,Campeche,25.484533,-98.108478,191.6,"$104,361.82"
apartment,Quintana Roo,23.636058,-97.563436,73.9,"$68,840.22"
apartment,Ciudad de México,,-97.779578,324.3,"$194,336.92"
apartment,Hidalgo,24.68468,-87.84778,150.0,"$217,288.54"
apartment,Chihuahua,20.874312,-91.719347,201.5,"$40,471.28"
apartment,Yucatán,24.945522,-93.841896,289.9,"$270,185.04"
apartment,Michoacán,23.998553,,166.4,"$119,503.40"
house,Nuevo León,20.252135,-89.524192,69.8,"$94,146.41"
house,Campeche,16.224693,-86.89879,180.9,"$231,352.45"
house,Chihuahua,,-89.576034,380.6,"$278,625.45"
house,Baja California Sur,21.416342,-105.968698,274.6,"$272,198.47"
apartment,Coahuila,,-93.271973,285.0,"$35,462.88"
house,Sinaloa,18.578877,-104.977292,271.3,"$250,694.20"
apartment,Aguascalientes,17.393561,-100.847856,119.6,"$111,824.84"
house,Guerrero,24.349302,-104.809506,196.4,"$105,693.60"
apartment,Ciudad de México,25.844022,-93.924091,312.8,"$162,737.19"
house,Guanajuato,21.256902,-92.268202,85.5,"$217,969.37"
apartment,Colima,17.716793,,147.2,"$56,518.70"
apartment,Tamaulipas,18.723073,-98.323222,146.7,"$264,603.01"
house,Chihuahua,16.183907,-96.87527,201.2,"$66,284.09"
house,Sonora,25.142988,-98.61894,393.1,"$293,039.24"
apartment,Durango,17.177511,,73.6,"$149,639.87"
apartment,Zacatecas,21.765165,,231.5,"$252,972.30"
house,Chiapas,,-90.976439,112.8,"$102,743.39"
apartment,Yucatán,,,389.7,"$142,528.64"
house,Quintana Roo,,-104.3964,89.7,"$204,299.80"
apartment,Yucatán,24.297418,-98.904574,191.3,"$80,742.64"
house,Campeche,18.064213,-87.165486,308.3,"$87,075.44"
house,Michoacán,,-92.628547,296.6,"$252,471.75"
apartment,Colima,17.368856,-92.426601,198.0,"$230,055.10"
house,Aguascalientes,,-98.7616,171.3,"$235,063.19"
apartment,Morelos,,-94.126784,189.2,"$264,141.02"
apartment,Nuevo León,,-105.797376,142.5,"$251,674.70"
apartment,Nayarit,22.005169,-93.278079,121.9,"$169,122.82"
house,Tamaulipas,22.650367,-87.734261,219.1,"$72,922.56"
apartment,Querétaro,,-93.748531,144.0,"$114,003.24"
house,Chiapas,25.144119,-88.526028,150.6,"$166,834.72"
house,Durango,20.187705,-91.520539,279.9,"$66,625.45"
house,Estado de México,19.831385,,389.0,"$259,849.74"
apartment,Veracruz de Ignacio de la Llave,,-87.950934,261.3,"$267,419.80"
apartment,Estado de México,16.46966,-104.671123,76.9,"$37,816.00"
house,Sinaloa,17.662834,-95.320651,76.5,"$82,046.13"
house,Sonora,23.380336,-103.157258,383.0,"$254,891.08"
house,Tamaulipas,16.827987,-105.765868,154.1,"$255,983.70"
house,Yucatán,,-97.559315,82.2,"$97,362.37"
house,Tamaulipas,18.453491,,259.7,"$153,241.14"
apartment,Zacatecas,19.892956,-96.27999,268.3,"$277,868.39"
apartment,Sinaloa,,,277.0,"$220,251.17"
house,Michoacán,19.556727,,143.6,"$103,973.92"
apartment,Hidalgo,23.190459,-103.539934,55.3,"$252,346.70"
apartment,Baja California Sur,18.971217,,387.8,"$166,384.12"
apartment,Baja California,21.664046,-99.136653,137.8,"$201,560.65"
apartment,San Luis Potosí,20.760504,-91.41653,286.6,"$63,445.67"
house,Puebla,22.636712,-92.954167,297.3,"$38,252.06"
house,Coahuila,25.368297,,263.5,"$130,566.03"
apartment,Jalisco,,,159.5,"$190,391.77"
house,Morelos,,-97.401378,144.9,"$77,947.60"
apartment,Colima,16.311831,-92.540668,259.2,"$265,029.81"
house,Campeche,18.62264,-100.492377,353.1,"$188,457.67"
house,Chiapas,21.950779,-99.87373,381.4,"$124,435.17"
house,Baja California Sur,16.514258,-90.220297,87.1,"$74,148.68"
house,Tamaulipas,20.963662,-97.07161,104.2,"$271,512.82"
apartment,Sinaloa,21.968428,-90.032393,380.7,"$232,219.51"
house,Zacatecas,,-89.551553,307.8,"$215,989.65"
apartment,Chiapas,23.709122,,359.0,"$106,968.73"
apartment,Nuevo León,17.065983,-87.667295,120.9,"$134,372.73"
house,San Luis Potosí,16.751378,-97.380296,255.7,"$73,985.00"
apartment,Coahuila,23.281888,-99.622664,295.4,"$184,509.68"
apartment,Oaxaca,20.954913,,288.0,"$290,527.75"
apartment,Guerrero,22.884024,,192.9,"$261,420.02"
apartment,Aguascalientes,20.348273,-93.978517,55.4,"$204,792.57"
house,Estado de México,18.46402,-91.888283,254.0,"$212,977.72"
house,Tabasco,24.191023,-92.2319,138.6,"$102,652.57"
apartment,Yucatán,23.994159,-98.508942,207.6,"$140,566.94"
apartment,Puebla,22.946965,-102.662796,385.2,"$35,414.14"
apartment,Oaxaca,18.721451,-97.389413,189.7,"$240,681.99"
apartment,Puebla,21.902307,-103.148117,343.9,"$237,244.64"
apartment,Baja California,19.609739,-88.198059,116.0,"$32,402.46"
apartment,Campeche,16.915821,-99.082451,285.4,"$276,109.17"
house,Colima,25.173136,-102.910805,392.0,"$204,790.32"
house,Guanajuato,17.368186,-105.491045,85.7,"$192,308.33"
apartment,Coahuila,25.502374,,52.9,"$32,285.21"
apartment,Puebla,20.460058,-93.261954,201.8,"$98,145.42"
house,Colima,17.851329,,82.4,"$247,373.10"
apartment,Baja California Sur,21.419009,-104.565762,311.9,"$112,474.12"
house,Zacatecas,24.729458,-97.807422,370.1,"$291,096.60"
apartment,Guerrero,23.322249,-99.77565,201.9,"$203,539.88"
house,Zacatecas,24.065611,-92.457587,140.5,"$144,427.84"
apartment,Morelos,,-93.884415,202.0,"$131,648.37"
apartment,Baja California Sur,22.922766,-98.708125,303.2,"$124,151.48"
apartment,Coahuila,24.491957,-101.642149,53.2,"$98,039.65"
apartment,Yucatán,18.49668,-86.239281,256.3,"$156,008.46"
apartment,Zacatecas,20.89425,-96.919968,264.7,"$212,842.96"
house,Campeche,18.212094,-92.234515,273.2,"$252,563.92"
apartment,Estado de México,25.87668,-103.188941,134.7,"$137,231.19"
apartment,Zacatecas,25.440593,-96.288206,299.9,"$57,624.27"
house,San Luis Potosí,,-105.449266,82.0,"$168,108.70"
house,Morelos,,-95.890898,119.7,"$208,835.97"
house,Sinaloa,25.252483,,357.1,"$257,686.67"
apartment,Hidalgo,17.805753,-98.315866,308.6,"$131,042.04"
house,Ciudad de México,21.679452,-105.22008,54.8,"$204,782.37"
house,Ciudad de México,25.154883,,136.9,"$194,443.53"
house,Morelos,16.33946,-98.240265,125.0,"$110,588.50"
apartment,Jalisco,22.974203,-102.799501,144.8,"$59,188.22"
apartment,Tabasco,18.97349,-105.532958,136.6,"$47,236.00"
house,Tlaxcala,25.243962,-90.875728,71.9,"$296,857.46"
apartment,Morelos,25.710582,-96.82954,210.6,"$202,960.58"
house,Puebla,,-100.215105,306.5,"$262,602.73"
house,Aguascalientes,20.742142,-87.998336,262.4,"$100,509.67"
apartment,Baja California Sur,24.620427,-103.677221,285.5,"$221,995.32"
house,Colima,24.445494,,78.4,"$270,940.93"
apartment,Tlaxcala,19.191005,-99.720666,383.0,"$110,673.60"
house,Yucatán,24.289155,-88.231927,343.5,"$70,480.91"
apartment,Tamaulipas,16.370076,-93.941142,331.8,"$236,678.08"
apartment,Colima,21.962699,-89.465853,338.0,"$272,915.50"
house,Guerrero,18.300088,-86.319737,376.4,"$247,466.05"
apartment,Tlaxcala,17.205669,-100.231891,240.5,"$246,638.21"
house,Puebla,16.769532,-86.77729,120.1,"$192,008.99"
house,Coahuila,22.962888,,265.9,"$208,343.19"
apartment,Ciudad de México,,-98.289762,310.0,"$213,804.05"
apartment,Coahuila,23.247668,-99.192258,308.3,"$224,746.46"
house,Ciudad de México,16.653563,-95.171848,232.5,"$206,958.15"
apartment,Michoacán,19.152903,-102.917099,74.0,"$299,316.66"
house,Tabasco,21.394913,-94.92577,179.9,"$100,045.09"
house,Michoacán,23.907232,-95.165904,372.3,"$143,012.74"
house,Yucatán,19.187525,-90.761964,254.6,"$134,834.23"
house,Sinaloa,22.258914,-89.327001,238.4,"$39,536.13"
apartment,Nayarit,24.859777,-97.191173,144.1,"$221,178.62"
house,Campeche,22.158632,-99.953335,179.0,"$184,451.46"
house,Tabasco,18.329595,-100.813302,363.4,"$81,277.09"
house,Nayarit,16.244008,-102.107523,283.3,"$226,168.47"
apartment,Quintana Roo,24.700989,-104.847048,325.6,"$90,038.06"
house,Aguascalientes,16.212694,-99.15104,209.0,"$174,351.48"
house,Puebla,24.747017,-100.595046,270.6,"$241,922.20"
apartment,Colima,,-86.671652,136.9,"$274,762.16"
house,Sonora,25.390677,-94.845823,296.9,"$211,404.49"
apartment,Nuevo León,23.987832,-99.054459,199.7,"$166,975.01"
house,Colima,25.979341,,204.9,"$258,263.20"
apartment,Tamaulipas,19.507118,-103.216066,277.3,"$256,972.45"
house,Puebla,23.671883,,377.7,"$266,653.59"
house,Estado de México,20.019309,-93.475314,72.4,"$78,906.68"
apartment,Tlaxcala,,-96.222043,338.7,"$56,352.83"
house,Ciudad de México,22.275055,-97.964424,152.3,"$64,544.92"
house,Hidalgo,24.736771,-86.123032,205.4,"$99,836.00"
house,Sinaloa,25.840835,,57.7,"$248,252.84"
apartment,Tamaulipas,23.682734,-93.531881,155.4,"$235,987.92"
apartment,Nayarit,20.177668,-94.612453,225.9,"$79,428.46"
apartment,Ciudad de México,,-93.58679,69.7,"$213,522.34"
house,Puebla,23.375823,-101.973758,221.9,"$120,620.77"
apartment,Nayarit,,-98.097245,374.5,"$54,110.95"
house,Veracruz de Ignacio de la Llave,,-105.210809,86.9,"$125,926.52"
house,Guerrero,19.546222,-96.489079,317.6,"$230,936.68"
house,Colima,18.87239,-95.139508,193.4,"$112,913.02"
house,Sonora,18.963081,-101.445005,279.3,"$242,784.42"
house,Veracruz de Ignacio de la Llave,18.336078,-86.719423,141.1,"$119,455.63"
apartment,Hidalgo,16.420932,,105.8,"$100,350.99"
apartment,Guanajuato,16.178739,,106.2,"$109,393.80"
house,Jalisco,25.877224,-95.332267,74.7,"$259,827.75"
house,Chihuahua,20.277731,-88.600617,115.0,"$157,044.87"
apartment,Puebla,,-103.386953,282.5,"$263,926.21"
apartment,Guanajuato,22.796473,-90.189804,358.6,"$187,565.15"
house,Puebla,18.182539,-103.503584,334.9,"$284,961.27"
house,Estado de México,25.499612,,289.8,"$49,228.25"
house,Chiapas,23.86345,-100.484649,88.7,"$270,145.04"
house,San Luis Potosí,16.89411,,151.2,"$165,128.89"
house,Sinaloa,20.175808,-87.119158,158.4,"$264,224.39"
apartment,Tlaxcala,,-103.024081,137.5,"$133,050.69"
apartment,Hidalgo,25.44732,-96.746488,230.3,"$110,556.05"
apartment,Baja California,20.674015,,237.4,"$44,596.73"
apartment,Estado de México,22.134114,-96.331851,174.9,"$260,644.74"
house,Zacatecas,17.670339,-88.72905,173.8,"$67,088.62"
house,Tamaulipas,25.911686,-94.22537,340.0,"$84,080.08"
apartment,Guerrero,18.316717,-98.493402,326.3,"$140,481.80"
house,Sinaloa,,-100.284329,157.7,"$183,738.97"
house,Guerrero,22.496466,-101.935538,369.8,"$274,787.65"
apartment,Zacatecas,22.077368,-90.764036,383.5,"$153,544.29"
house,Querétaro,21.126885,-98.26919,164.4,"$115,423.53"
apartment,Estado de México,18.306698,-95.774491,174.0,"$223,230.48"
house,Nayarit,,-96.15349,227.0,"$240,314.12"
house,Aguascalientes,,-94.454419,379.4,"$161,646.83"
apartment,Puebla,17.864383,-88.688457,356.7,"$200,378.85"
apartment,Hidalgo,23.795845,-86.385213,85.9,"$77,742.55"
house,Jalisco,19.501253,-97.848316,187.5,"$201,314.72"
house,Morelos,16.578427,,243.7,"$31,272.65"
apartment,Puebla,,-90.709444,226.1,"$103,852.52"
apartment,Nayarit,24.837859,-94.529421,117.9,"$235,522.19"
house,Sinaloa,25.277523,-86.879057,350.6,"$75,523.55"
house,Michoacán,25.949078,-101.99051,286.9,"$236,410.61"
apartment,Guerrero,,-103.814716,343.3,"$162,185.81"
house,Chiapas,19.96242,-88.920761,350.6,"$236,163.68"
house,San Luis Potosí,23.582385,-97.217004,311.9,"$53,771.16"
apartment,Tamaulipas,,-89.060623,203.7,"$195,909.53"
apartment,Chihuahua,17.538959,-88.138196,263.7,"$201,041.64"
house,Zacatecas,24.158331,-104.750848,106.1,"$138,916.24"
apartment,San Luis Potosí,,-88.330705,285.8,"$290,638.52"
apartment,Michoacán,,-97.033619,112.7,"$133,495.43"
apartment,Campeche,21.369744,-95.79135,292.9,"$40,185.84"
house,Baja California Sur,21.929399,-93.46815,130.4,"$83,841.85"
apartment,Guanajuato,21.800862,,91.1,"$130,737.38"
house,Nayarit,16.914868,-105.617678,107.8,"$33,800.82"
house,Puebla,24.774609,-96.463131,50.7,"$116,997.55"
house,Durango,18.656,-92.245559,301.6,"$254,971.74"
house,Tlaxcala,17.295149,-91.545861,306.3,"$81,455.71"
apartment,Estado de México,24.887481,-92.149351,230.2,"$212,722.00"
house,Nuevo León,25.556515,-103.311297,106.5,"$199,205.47"
house,Yucatán,24.621276,-100.012088,79.2,"$97,182.24"
house,San Luis Potosí,24.095161,-98.825689,56.7,"$217,251.68"
apartment,Oaxaca,22.55242,-89.911256,108.0,"$122,974.44"
apartment,Zacatecas,21.508574,-100.424803,361.8,"$64,811.32"
apartment,Querétaro,16.869868,-101.785901,134.5,"$133,558.63"
apartment,Oaxaca,,,174.0,"$188,941.09"
apartment,Aguascalientes,19.726885,-105.822734,86.9,"$75,095.45"
house,Hidalgo,18.597538,-86.043583,127.8,"$252,437.83"
house,Oaxaca,23.234201,,231.7,"$110,514.61"
apartment,Hidalgo,20.958757,-89.430614,262.7,"$108,523.50"
house,Coahuila,16.810462,-100.107612,135.9,"$226,514.62"
